Accession,SRA_Accession,Authors,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
AB691767,,"Shirato,K., Kawase,M., Watanabe,O., Hirokawa,C., Matsuyama,S., Nishimura,H., Taguchi,F.",2012-01-12T00:00:00Z,Niigata/01/08,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),27252,GenBank,complete,,,1,Japan: Niigata,Japan,,Homo sapiens,,2008,,"Human coronavirus 229E S gene for spike protein, complete cds, isolate: Niigata/01/08"
HH977460,,"Stein,D.A., Bestwick,R.K., Iversen,P.L., Neuman,B., Buchmeier,M.",2010-10-31T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),24,GenBank,partial,,,,,,,,,,,Sequence 3 from Patent EP1704243
HM130800,,"Ren,L., Gonzalez,R., Xu,J., Xiao,Y., Li,Y., Zhou,H., Li,J., Yang,Q., Zhang,J., Chen,L., Wang,W., Vernet,G., Paranhos-Baccala,G., Wang,Z., Wang,J.",2010-10-13T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),379,GenBank,partial,,,1,China,China,,Homo sapiens,,2005/9/24,,"Human coronavirus 229E strain PUMCH746 polymerase gene, partial cds"
HM130801,,"Ren,L., Gonzalez,R., Xu,J., Xiao,Y., Li,Y., Zhou,H., Li,J., Yang,Q., Zhang,J., Chen,L., Wang,W., Vernet,G., Paranhos-Baccala,G., Wang,Z., Wang,J.",2010-10-13T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),379,GenBank,partial,,,1,China,China,,Homo sapiens,,2005/9/24,,"Human coronavirus 229E strain PUMCH748 polymerase gene, partial cds"
HM130802,,"Ren,L., Gonzalez,R., Xu,J., Xiao,Y., Li,Y., Zhou,H., Li,J., Yang,Q., Zhang,J., Chen,L., Wang,W., Vernet,G., Paranhos-Baccala,G., Wang,Z., Wang,J.",2010-10-13T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),379,GenBank,partial,,,1,China,China,,Homo sapiens,,2005/10/7,,"Human coronavirus 229E strain PUMCH857 polymerase gene, partial cds"
HM130803,,"Ren,L., Gonzalez,R., Xu,J., Xiao,Y., Li,Y., Zhou,H., Li,J., Yang,Q., Zhang,J., Chen,L., Wang,W., Vernet,G., Paranhos-Baccala,G., Wang,Z., Wang,J.",2010-10-13T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),379,GenBank,partial,,,1,China,China,,Homo sapiens,,2005/10/9,,"Human coronavirus 229E strain PUMCH873 polymerase gene, partial cds"
HM130804,,"Ren,L., Gonzalez,R., Xu,J., Xiao,Y., Li,Y., Zhou,H., Li,J., Yang,Q., Zhang,J., Chen,L., Wang,W., Vernet,G., Paranhos-Baccala,G., Wang,Z., Wang,J.",2010-10-13T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),379,GenBank,partial,,,1,China,China,,Homo sapiens,,2005/10/12,,"Human coronavirus 229E strain PUMCH898 polymerase gene, partial cds"
HM130805,,"Ren,L., Gonzalez,R., Xu,J., Xiao,Y., Li,Y., Zhou,H., Li,J., Yang,Q., Zhang,J., Chen,L., Wang,W., Vernet,G., Paranhos-Baccala,G., Wang,Z., Wang,J.",2010-10-13T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),379,GenBank,partial,,,1,China,China,,Homo sapiens,,2005/10/12,,"Human coronavirus 229E strain PUMCH902 polymerase gene, partial cds"
HM130806,,"Ren,L., Gonzalez,R., Xu,J., Xiao,Y., Li,Y., Zhou,H., Li,J., Yang,Q., Zhang,J., Chen,L., Wang,W., Vernet,G., Paranhos-Baccala,G., Wang,Z., Wang,J.",2010-10-13T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),379,GenBank,partial,,,1,China,China,,Homo sapiens,,2007/10/23,,"Human coronavirus 229E strain PUMCH6273 polymerase gene, partial cds"
HM130807,,"Ren,L., Gonzalez,R., Xu,J., Xiao,Y., Li,Y., Zhou,H., Li,J., Yang,Q., Zhang,J., Chen,L., Wang,W., Vernet,G., Paranhos-Baccala,G., Wang,Z., Wang,J.",2010-10-13T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),379,GenBank,partial,,,1,China,China,,Homo sapiens,,2007/11/17,,"Human coronavirus 229E strain PUMCH6375 polymerase gene, partial cds"
HM130808,,"Ren,L., Gonzalez,R., Xu,J., Xiao,Y., Li,Y., Zhou,H., Li,J., Yang,Q., Zhang,J., Chen,L., Wang,W., Vernet,G., Paranhos-Baccala,G., Wang,Z., Wang,J.",2010-10-13T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),379,GenBank,partial,,,1,China,China,,Homo sapiens,,2007/11/20,,"Human coronavirus 229E strain PUMCH6389 polymerase gene, partial cds"
HM130809,,"Ren,L., Gonzalez,R., Xu,J., Xiao,Y., Li,Y., Zhou,H., Li,J., Yang,Q., Zhang,J., Chen,L., Wang,W., Vernet,G., Paranhos-Baccala,G., Wang,Z., Wang,J.",2010-10-13T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),379,GenBank,partial,,,1,China,China,,Homo sapiens,,2009/1/6,,"Human coronavirus 229E strain PUMCH7980 polymerase gene, partial cds"
HM130810,,"Ren,L., Gonzalez,R., Xu,J., Xiao,Y., Li,Y., Zhou,H., Li,J., Yang,Q., Zhang,J., Chen,L., Wang,W., Vernet,G., Paranhos-Baccala,G., Wang,Z., Wang,J.",2010-10-13T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),379,GenBank,partial,,,1,China,China,,Homo sapiens,,2009/4/8,,"Human coronavirus 229E strain PUMCH8339 polymerase gene, partial cds"
HM130811,,"Ren,L., Gonzalez,R., Xu,J., Xiao,Y., Li,Y., Zhou,H., Li,J., Yang,Q., Zhang,J., Chen,L., Wang,W., Vernet,G., Paranhos-Baccala,G., Wang,Z., Wang,J.",2010-10-13T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),379,GenBank,partial,,,1,China,China,,Homo sapiens,,2009/4/10,,"Human coronavirus 229E strain PUMCH8348 polymerase gene, partial cds"
HM130812,,"Ren,L., Gonzalez,R., Xu,J., Xiao,Y., Li,Y., Zhou,H., Li,J., Yang,Q., Zhang,J., Chen,L., Wang,W., Vernet,G., Paranhos-Baccala,G., Wang,Z., Wang,J.",2010-10-13T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),379,GenBank,partial,,,1,China,China,,Homo sapiens,,2009/4/15,,"Human coronavirus 229E strain PUMCH8373 polymerase gene, partial cds"
HM130813,,"Ren,L., Gonzalez,R., Xu,J., Xiao,Y., Li,Y., Zhou,H., Li,J., Yang,Q., Zhang,J., Chen,L., Wang,W., Vernet,G., Paranhos-Baccala,G., Wang,Z., Wang,J.",2010-10-13T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),379,GenBank,partial,,,1,China,China,,Homo sapiens,,2009/4/20,,"Human coronavirus 229E strain PUMCH8387 polymerase gene, partial cds"
HM130814,,"Ren,L., Gonzalez,R., Xu,J., Xiao,Y., Li,Y., Zhou,H., Li,J., Yang,Q., Zhang,J., Chen,L., Wang,W., Vernet,G., Paranhos-Baccala,G., Wang,Z., Wang,J.",2010-10-13T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),379,GenBank,partial,,,1,China,China,,Homo sapiens,,2009/4/29,,"Human coronavirus 229E strain PUMCH8425 polymerase gene, partial cds"
GU068546,,"Wang,W., Sheng,J., Ren,P., Zhang,J., Lin,X., Hou,L., Deubel,V.",2010-07-24T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1641,GenBank,partial,,,,China:Shanghai,China,,Homo sapiens,,2007/12/17,,"Human coronavirus 229E strain HCoV/229E/N01 spike glycoprotein gene, partial cds"
GU068547,,"Wang,W., Sheng,J., Ren,P., Zhang,J., Lin,X., Hou,L., Deubel,V.",2010-07-24T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1643,GenBank,partial,,,,China:Shanghai,China,,Homo sapiens,,2008/1/17,,"Human coronavirus 229E strain HCoV/229E/N02 spike glycoprotein gene, partial cds"
GU068548,,"Wang,W., Sheng,J., Ren,P., Zhang,J., Lin,X., Hou,L., Deubel,V.",2010-07-24T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1628,GenBank,partial,,,,China:Shanghai,China,,Homo sapiens,,2008/1/24,,"Human coronavirus 229E strain HCoV/229E/N03 spike glycoprotein gene, partial cds"
GU068549,,"Wang,W., Sheng,J., Ren,P., Zhang,J., Lin,X., Hou,L., Deubel,V.",2010-07-24T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1642,GenBank,partial,,,,China:Shanghai,China,,Homo sapiens,,2008/2/21,,"Human coronavirus 229E strain HCoV/229E/N04 spike glycoprotein gene, partial cds"
GU068550,,"Wang,W., Sheng,J., Ren,P., Zhang,J., Lin,X., Hou,L., Deubel,V.",2010-07-24T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),448,GenBank,partial,,,,China:Shanghai,China,,Homo sapiens,,2007/12/17,,"Human coronavirus 229E strain HCoV/229E/N01 polymerase gene, partial cds"
GU068551,,"Wang,W., Sheng,J., Ren,P., Zhang,J., Lin,X., Hou,L., Deubel,V.",2010-07-24T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),461,GenBank,partial,,,,China:Shanghai,China,,Homo sapiens,,2008/1/17,,"Human coronavirus 229E strain HCoV/229E/N02 polymerase gene, partial cds"
GU068552,,"Wang,W., Sheng,J., Ren,P., Zhang,J., Lin,X., Hou,L., Deubel,V.",2010-07-24T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),463,GenBank,partial,,,,China:Shanghai,China,,Homo sapiens,,2008/1/24,,"Human coronavirus 229E strain HCoV/229E/N03 polymerase-like gene, partial sequence"
GU068553,,"Wang,W., Sheng,J., Ren,P., Zhang,J., Lin,X., Hou,L., Deubel,V.",2010-07-24T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),464,GenBank,partial,,,,China:Shanghai,China,,Homo sapiens,,2008/2/21,,"Human coronavirus 229E strain HCoV/229E/N04 polymerase gene, partial cds"
FW337968,,"Weller,D.D., Hasshinga,J.N.",2010-06-17T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),20,GenBank,partial,,,,,,,,,,,Oligonucleotide analogs having cationic intersubunit linkages
FW337969,,"Weller,D.D., Hasshinga,J.N.",2010-06-17T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),20,GenBank,partial,,,,,,,,,,,Oligonucleotide analogs having cationic intersubunit linkages
GN352053,,"Baptista,C.S., Wu,X., Munroe,D.J.",2009-05-12T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),60,GenBank,partial,,,,,,,,,,,Sequence 1817 from Patent WO2007130519
GN352054,,"Baptista,C.S., Wu,X., Munroe,D.J.",2009-05-12T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),60,GenBank,partial,,,,,,,,,,,Sequence 1818 from Patent WO2007130519
GN352055,,"Baptista,C.S., Wu,X., Munroe,D.J.",2009-05-12T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),60,GenBank,partial,,,,,,,,,,,Sequence 1819 from Patent WO2007130519
GN352056,,"Baptista,C.S., Wu,X., Munroe,D.J.",2009-05-12T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),60,GenBank,partial,,,,,,,,,,,Sequence 1820 from Patent WO2007130519
GN352057,,"Baptista,C.S., Wu,X., Munroe,D.J.",2009-05-12T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),60,GenBank,partial,,,,,,,,,,,Sequence 1821 from Patent WO2007130519
GN352058,,"Baptista,C.S., Wu,X., Munroe,D.J.",2009-05-12T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),60,GenBank,partial,,,,,,,,,,,Sequence 1822 from Patent WO2007130519
GN352059,,"Baptista,C.S., Wu,X., Munroe,D.J.",2009-05-12T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),60,GenBank,partial,,,,,,,,,,,Sequence 1823 from Patent WO2007130519
GN352060,,"Baptista,C.S., Wu,X., Munroe,D.J.",2009-05-12T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),60,GenBank,partial,,,,,,,,,,,Sequence 1824 from Patent WO2007130519
GN352061,,"Baptista,C.S., Wu,X., Munroe,D.J.",2009-05-12T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),60,GenBank,partial,,,,,,,,,,,Sequence 1825 from Patent WO2007130519
GN352062,,"Baptista,C.S., Wu,X., Munroe,D.J.",2009-05-12T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),60,GenBank,partial,,,,,,,,,,,Sequence 1826 from Patent WO2007130519
GN352063,,"Baptista,C.S., Wu,X., Munroe,D.J.",2009-05-12T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),60,GenBank,partial,,,,,,,,,,,Sequence 1827 from Patent WO2007130519
GN352064,,"Baptista,C.S., Wu,X., Munroe,D.J.",2009-05-12T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),60,GenBank,partial,,,,,,,,,,,Sequence 1828 from Patent WO2007130519
FJ235172,,"Koetz,A., Koetz,K., Berg,S., Ripa,T.",2009-04-07T00:00:00Z,SWE 10652/04,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),286,GenBank,partial,,,,Sweden,Sweden,,Homo sapiens,oronasopharynx,2004/2/1,,"Human coronavirus 229E isolate SWE 10652/04 spike protein (S) gene, partial cds"
FJ235173,,"Koetz,A., Koetz,K., Berg,S., Ripa,T.",2009-04-07T00:00:00Z,SWE 10697/04,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),286,GenBank,partial,,,,Sweden,Sweden,,Homo sapiens,oronasopharynx,2004/3/1,,"Human coronavirus 229E isolate SWE 10697/04 spike protein (S) gene, partial cds"
FJ235174,,"Koetz,A., Koetz,K., Berg,S., Ripa,T.",2009-04-07T00:00:00Z,SWE 10724/04,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),286,GenBank,partial,,,,Sweden,Sweden,,Homo sapiens,oronasopharynx,2004/3/1,,"Human coronavirus 229E isolate SWE 10724/04 spike protein (S) gene, partial cds"
FJ235175,,"Koetz,A., Koetz,K., Berg,S., Ripa,T.",2009-04-07T00:00:00Z,SWE 36478/05,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),286,GenBank,partial,,,,Sweden,Sweden,,Homo sapiens,oronasopharynx,2005/4/1,,"Human coronavirus 229E isolate SWE 36478/05 spike protein (S) gene, partial cds"
FJ235176,,"Koetz,A., Koetz,K., Berg,S., Ripa,T.",2009-04-07T00:00:00Z,SWE 37174/06,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),286,GenBank,partial,,,,Sweden,Sweden,,Homo sapiens,oronasopharynx,2006/2/1,,"Human coronavirus 229E isolate SWE 37174/06 spike protein (S) gene, partial cds"
FJ235177,,"Koetz,A., Koetz,K., Berg,S., Ripa,T.",2009-04-07T00:00:00Z,SWE 37253/06,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),286,GenBank,partial,,,,Sweden,Sweden,,Homo sapiens,oronasopharynx,2006/3/1,,"Human coronavirus 229E isolate SWE 37253/06 spike protein (S) gene, partial cds"
FJ235178,,"Koetz,A., Koetz,K., Berg,S., Ripa,T.",2009-04-07T00:00:00Z,SWE bla gas 110051,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),286,GenBank,partial,,,,Sweden,Sweden,,Homo sapiens,oronasopharynx,2006/1/1,,"Human coronavirus 229E isolate SWE bla gas 110051 spike protein (S) gene, partial cds"
DL470169,,"Stein,D.A., Iversen,P.L.",2008-12-22T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),40,GenBank,partial,,,,,,,,,,,ANTISENSE ANTIVIRAL COMPOUND AND METHOD FOR TREATING SSRNA VIRAL INFECTION
DL143785,,"Walter,E., Tibbetts,C., Thornton,J., Stenger,D., Seto,D., Kuruzerokku,R.P., Rowley,R., Lin,B., Hanson,E.H., Agan,B., Vora,G., Thach,D., Wang,Z.",2008-09-26T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),598,GenBank,partial,,,,,,,,,,,RESEQUENCING PATHOGEN MICROARRAY
EF103182,,"Papa,A., Papadimitriou,E., Luna,L., Drosten,C.",2007-12-01T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),419,GenBank,partial,,,,Greece,Greece,,,,,,"Human coronavirus 229E strain GRE 14A/06 polymerase gene, partial cds"
EF103183,,"Papa,A., Papadimitriou,E., Luna,L., Drosten,C.",2007-12-01T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),419,GenBank,partial,,,,Greece,Greece,,,,,,"Human coronavirus 229E strain GRE 10/03 polymerase gene, partial cds"
EF103184,,"Papa,A., Papadimitriou,E., Luna,L., Drosten,C.",2007-12-01T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),419,GenBank,partial,,,,Greece,Greece,,,,,,"Human coronavirus 229E strain GRE 16/03 polymerase gene, partial cds"
DJ009214,,"Hoek,C.M.V.D.",2007-10-04T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),129,GenBank,partial,,,,,,,,,,,"Coronavirus, nucleic acid, protein, and methods for the generation of vaccine, medicaments and diagnostics"
DJ009215,,"Hoek,C.M.V.D.",2007-10-04T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),145,GenBank,partial,,,,,,,,,,,"Coronavirus, nucleic acid, protein, and methods for the generation of vaccine, medicaments and diagnostics"
DJ009216,,"Hoek,C.M.V.D.",2007-10-04T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),71,GenBank,partial,,,,,,,,,,,"Coronavirus, nucleic acid, protein, and methods for the generation of vaccine, medicaments and diagnostics"
DJ009217,,"Hoek,C.M.V.D.",2007-10-04T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),134,GenBank,partial,,,,,,,,,,,"Coronavirus, nucleic acid, protein, and methods for the generation of vaccine, medicaments and diagnostics"
DJ009218,,"Hoek,C.M.V.D.",2007-10-04T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),207,GenBank,partial,,,,,,,,,,,"Coronavirus, nucleic acid, protein, and methods for the generation of vaccine, medicaments and diagnostics"
DJ009219,,"Hoek,C.M.V.D.",2007-10-04T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),207,GenBank,partial,,,,,,,,,,,"Coronavirus, nucleic acid, protein, and methods for the generation of vaccine, medicaments and diagnostics"
DJ009220,,"Hoek,C.M.V.D.",2007-10-04T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),71,GenBank,partial,,,,,,,,,,,"Coronavirus, nucleic acid, protein, and methods for the generation of vaccine, medicaments and diagnostics"
DJ009221,,"Hoek,C.M.V.D.",2007-10-04T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),107,GenBank,partial,,,,,,,,,,,"Coronavirus, nucleic acid, protein, and methods for the generation of vaccine, medicaments and diagnostics"
EF549594,,"Canducci,F., Debiaggi,M., Sampaolo,M., Marinozzi,M.C., Berre,S., Terulla,C., Gargantini,G., Cambieri,P., Romero,E., Clementi,M.",2007-05-19T00:00:00Z,ITA267,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),81,GenBank,partial,,,1,,,,,,,,"Human coronavirus 229E isolate ITA267 polymerase gene, partial cds"
EF198671,,"Dijkman,R., Jebbink,M.F., Wilbrink,B., Pyrc,K., Zaaijer,H.L., Minor,P.D., Franklin,S., Berkhout,B., Thiel,V., van der Hoek,L.",2007-01-16T00:00:00Z,HC-LP,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),542,GenBank,partial,,,1,,,,,,1965,,"Human coronavirus 229E isolate HC-LP truncated ORF4 protein (ORF4) gene, complete cds"
EF198672,,"Dijkman,R., Jebbink,M.F., Wilbrink,B., Pyrc,K., Zaaijer,H.L., Minor,P.D., Franklin,S., Berkhout,B., Thiel,V., van der Hoek,L.",2007-01-16T00:00:00Z,HC-Killick,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),660,GenBank,partial,,,1,,,,,,1989,,"Human coronavirus 229E isolate HC-Killick ORF4 protein (ORF4) gene, complete cds"
EF198673,,"Dijkman,R., Jebbink,M.F., Wilbrink,B., Pyrc,K., Zaaijer,H.L., Minor,P.D., Franklin,S., Berkhout,B., Thiel,V., van der Hoek,L.",2007-01-16T00:00:00Z,RIVM 04-037,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),660,GenBank,partial,,,1,,,,,,2004,,"Human coronavirus 229E isolate RIVM 04-037 ORF4 protein (ORF4) gene, complete cds"
EF198674,,"Dijkman,R., Jebbink,M.F., Wilbrink,B., Pyrc,K., Zaaijer,H.L., Minor,P.D., Franklin,S., Berkhout,B., Thiel,V., van der Hoek,L.",2007-01-16T00:00:00Z,VS03-0099,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),660,GenBank,partial,,,1,,,,,oronasopharynx,2003,,"Human coronavirus 229E isolate VS03-0099 ORF4 protein (ORF4) gene, complete cds"
EF198675,,"Dijkman,R., Jebbink,M.F., Wilbrink,B., Pyrc,K., Zaaijer,H.L., Minor,P.D., Franklin,S., Berkhout,B., Thiel,V., van der Hoek,L.",2007-01-16T00:00:00Z,CCU T935,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),660,GenBank,partial,,,1,,,,,,1986,,"Human coronavirus 229E isolate CCU T935 ORF4 protein (ORF4) gene, complete cds"
EF198676,,"Dijkman,R., Jebbink,M.F., Wilbrink,B., Pyrc,K., Zaaijer,H.L., Minor,P.D., Franklin,S., Berkhout,B., Thiel,V., van der Hoek,L.",2007-01-16T00:00:00Z,RIVM 03-224,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),660,GenBank,partial,,,1,,,,,,2003,,"Human coronavirus 229E isolate RIVM 03-224 ORF4 protein (ORF4) gene, complete cds"
EF198677,,"Dijkman,R., Jebbink,M.F., Wilbrink,B., Pyrc,K., Zaaijer,H.L., Minor,P.D., Franklin,S., Berkhout,B., Thiel,V., van der Hoek,L.",2007-01-16T00:00:00Z,RIVM 02-041,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),660,GenBank,partial,,,1,,,,,,2002,,"Human coronavirus 229E isolate RIVM 02-041 ORF4 protein (ORF4) gene, complete cds"
EF198678,,"Dijkman,R., Jebbink,M.F., Wilbrink,B., Pyrc,K., Zaaijer,H.L., Minor,P.D., Franklin,S., Berkhout,B., Thiel,V., van der Hoek,L.",2007-01-16T00:00:00Z,RIVM 02-034,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),660,GenBank,partial,,,1,,,,,,2002,,"Human coronavirus 229E isolate RIVM 02-034 ORF4 protein (ORF4) gene, complete cds"
EF198679,,"Dijkman,R., Jebbink,M.F., Wilbrink,B., Pyrc,K., Zaaijer,H.L., Minor,P.D., Franklin,S., Berkhout,B., Thiel,V., van der Hoek,L.",2007-01-16T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),658,GenBank,partial,,,1,,,,,,1973,,"Human coronavirus 229E strain ATCC VR-740 ORF4a protein (ORF4a) and ORF4b protein (ORF4b) genes, complete cds"
DQ243939,,"Chibo,D., Birch,C., Birch,C.J.",2006-05-10T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1170,GenBank,partial,,,1,,,,,,,,"Human coronavirus 229E strain ATCC VR-740 nucleoprotein (N) gene, complete cds"
DQ243940,,"Chibo,D., Birch,C., Birch,C.J.",2006-05-10T00:00:00Z,HCoV-229E-11/6/79,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1170,GenBank,partial,,,1,Australia,Australia,,,,,,"Human coronavirus 229E isolate HCoV-229E-11/6/79 nucleoprotein (N) gene, complete cds"
DQ243941,,"Chibo,D., Birch,C., Birch,C.J.",2006-05-10T00:00:00Z,HCoV-229E-22/9/82,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1167,GenBank,partial,,,1,Australia,Australia,,,,,,"Human coronavirus 229E isolate HCoV-229E-22/9/82 nucleoprotein (N) gene, complete cds"
DQ243942,,"Chibo,D., Birch,C., Birch,C.J.",2006-05-10T00:00:00Z,HCoV-229E-16/6/82,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1170,GenBank,partial,,,1,Australia,Australia,,,,,,"Human coronavirus 229E isolate HCoV-229E-16/6/82 nucleoprotein (N) gene, complete cds"
DQ243943,,"Chibo,D., Birch,C., Birch,C.J.",2006-05-10T00:00:00Z,HCoV-229E-6/10/82,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1170,GenBank,partial,,,1,Australia,Australia,,,,,,"Human coronavirus 229E isolate HCoV-229E-6/10/82 nucleoprotein (N) gene, complete cds"
DQ243944,,"Chibo,D., Birch,C., Birch,C.J.",2006-05-10T00:00:00Z,HCoV-229E-21/10/82,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1170,GenBank,partial,,,1,Australia,Australia,,,,,,"Human coronavirus 229E isolate HCoV-229E-21/10/82 nucleoprotein (N) gene, complete cds"
DQ243945,,"Chibo,D., Birch,C., Birch,C.J.",2006-05-10T00:00:00Z,HCoV-229E-8/11/82a,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1170,GenBank,partial,,,1,Australia,Australia,,,,,,"Human coronavirus 229E isolate HCoV-229E-8/11/82a nucleoprotein (N) gene, complete cds"
DQ243946,,"Chibo,D., Birch,C., Birch,C.J.",2006-05-10T00:00:00Z,HCoV-229E-8/11/82b,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1170,GenBank,partial,,,1,Australia,Australia,,,,,,"Human coronavirus 229E isolate HCoV-229E-8/11/82b nucleoprotein (N) gene, complete cds"
